日付,店舗ID,商品ID,予測販売数量,発注数量,単価,予測売上金額
2025-10-15,8,しらすおむすび,1209.85,1452,165.0,199625.0
2025-10-16,8,しらすおむすび,1171.09,1405,165.0,193230.0
2025-10-17,8,しらすおむすび,1180.88,1417,165.0,194845.0
2025-10-18,8,しらすおむすび,1280.11,1536,165.0,211218.0
2025-10-19,8,しらすおむすび,1129.5,1355,165.0,186368.0
2025-10-20,8,しらすおむすび,1181.56,1418,165.0,194957.0
2025-10-21,8,しらすおむすび,1134.02,1361,165.0,187113.0
2025-10-15,8,Ｍアーモンドチョコレート,1209.85,1452,305.0,369004.0
2025-10-16,8,Ｍアーモンドチョコレート,1171.09,1405,305.0,357182.0
2025-10-17,8,Ｍアーモンドチョコレート,1180.88,1417,305.0,360168.0
2025-10-18,8,Ｍアーモンドチョコレート,1280.11,1536,305.0,390434.0
2025-10-19,8,Ｍアーモンドチョコレート,1129.5,1355,305.0,344498.0
2025-10-20,8,Ｍアーモンドチョコレート,1181.56,1418,305.0,360376.0
2025-10-21,8,Ｍアーモンドチョコレート,1134.02,1361,305.0,345876.0
2025-10-15,8,龍角散ののどすっきりタブ,1209.85,1452,200.0,241970.0
2025-10-16,8,龍角散ののどすっきりタブ,1171.09,1405,200.0,234218.0
2025-10-17,8,龍角散ののどすっきりタブ,1180.88,1417,200.0,236176.0
2025-10-18,8,龍角散ののどすっきりタブ,1280.11,1536,200.0,256022.0
2025-10-19,8,龍角散ののどすっきりタブ,1129.5,1355,200.0,225900.0
2025-10-20,8,龍角散ののどすっきりタブ,1181.56,1418,200.0,236312.0
2025-10-21,8,龍角散ののどすっきりタブ,1134.02,1361,200.0,226804.0
2025-10-15,8,忍者めし鋼グレープ味,1209.85,1452,148.0,179058.0
2025-10-16,8,忍者めし鋼グレープ味,1171.09,1405,148.0,173321.0
2025-10-17,8,忍者めし鋼グレープ味,1180.88,1417,148.0,174770.0
2025-10-18,8,忍者めし鋼グレープ味,1280.11,1536,148.0,189456.0
2025-10-19,8,忍者めし鋼グレープ味,1129.5,1355,148.0,167166.0
2025-10-20,8,忍者めし鋼グレープ味,1181.56,1418,148.0,174871.0
2025-10-21,8,忍者めし鋼グレープ味,1134.02,1361,148.0,167835.0
2025-10-15,8,◎もちもちくるみパン,1209.85,1452,128.0,154861.0
2025-10-16,8,◎もちもちくるみパン,1171.09,1405,128.0,149900.0
2025-10-17,8,◎もちもちくるみパン,1180.88,1417,128.0,151153.0
2025-10-18,8,◎もちもちくるみパン,1280.11,1536,128.0,163854.0
2025-10-19,8,◎もちもちくるみパン,1129.5,1355,128.0,144576.0
2025-10-20,8,◎もちもちくるみパン,1181.56,1418,128.0,151240.0
2025-10-21,8,◎もちもちくるみパン,1134.02,1361,128.0,145155.0
2025-10-15,8,ｉｎゼリーエネルギー,1209.85,1452,210.0,254068.0
2025-10-16,8,ｉｎゼリーエネルギー,1171.09,1405,210.0,245929.0
2025-10-17,8,ｉｎゼリーエネルギー,1180.88,1417,210.0,247985.0
