カテゴリ,フラグ,フラグON時売上,フラグOFF時売上,売上差分,売上影響率(%),フラグON日数,フラグOFF日数,数量影響率(%),絶対影響額
255:電池・電器・喫煙具,降雨フラグ,778.0201342281879,738.9107142857143,39.10941994247355,5.292847861907051,151,228,8.891710502448769,39.10941994247355
260:雨具,祝日フラグ,1941.5,2868.318181818182,-926.818181818182,-32.31225139850721,4,120,-56.21019108280255,926.818181818182
260:雨具,土曜フラグ,1800.8666666666666,2992.6060606060605,-1191.739393939394,-39.822795576977605,16,108,-43.87755102040816,1191.739393939394
260:雨具,日曜フラグ,2606.5454545454545,2860.2815533980583,-253.73609885260385,-8.871018258715177,11,113,-20.377241805813227,253.73609885260385
260:雨具,週末フラグ,2141.730769230769,3040.8636363636365,-899.1328671328674,-29.56833895412948,27,97,-37.088933371461245,899.1328671328674
260:雨具,平日フラグ,3093.214285714286,2115.0333333333333,978.1809523809525,46.24896151586039,93,31,71.42857142857143,978.1809523809525
260:雨具,休日フラグ,2115.0333333333333,3093.214285714286,-978.1809523809525,-31.62344609937267,31,93,-41.66666666666667,978.1809523809525
260:雨具,連休フラグ,2738.0833333333335,2847.294117647059,-109.21078431372553,-3.8355989863096727,12,112,-21.4041095890411,109.21078431372553
260:雨具,降雨フラグ,2971.3333333333335,1941.2666666666667,1030.0666666666668,53.06157491672106,102,22,86.23737373737373,1030.0666666666668
265:雑誌・コミック・新聞,祝日フラグ,281.1136363636364,462.4595607927156,-181.34592442907922,-39.21335827033802,74,2411,-26.680804272698712,181.34592442907922
265:雑誌・コミック・新聞,土曜フラグ,356.40875912408757,475.33598045204644,-118.92722132795888,-25.019612698971073,377,2108,-15.553208514185595,118.92722132795888
265:雑誌・コミック・新聞,日曜フラグ,243.8087431693989,480.99768518518516,-237.18894201578627,-49.3118676703128,244,2241,-31.16709578594009,237.18894201578627
265:雑誌・コミック・新聞,週末フラグ,311.31947483588624,504.4759284731774,-193.15645363729118,-38.28853721958334,621,1864,-24.501889263016025,193.15645363729118
265:雑誌・コミック・新聞,平日フラグ,511.4460992907801,308.6666666666667,202.77943262411344,65.69528054776893,1790,695,34.6638549666373,202.77943262411344
265:雑誌・コミック・新聞,休日フラグ,308.6666666666667,511.4460992907801,-202.77943262411344,-39.648250891991694,695,1790,-25.74102380718657,202.77943262411344
265:雑誌・コミック・新聞,連休フラグ,299.8581081081081,471.5836642087351,-171.725556100627,-36.41465324901857,260,2225,-23.665079802115628,171.725556100627
265:雑誌・コミック・新聞,降雨フラグ,490.84125,434.84068406840686,56.000565931593144,12.878409951812014,1017,1468,3.0170118343195247,56.000565931593144
280:チケット・カード,祝日フラグ,54000.0,11932.767295597485,42067.232704402515,352.5354317428359,4,159,8.016304347826091,42067.232704402515
280:チケット・カード,土曜フラグ,7306.8421052631575,13711.666666666666,-6404.824561403509,-46.710766219060474,19,144,5.009511731135074,6404.824561403509
280:チケット・カード,日曜フラグ,10087.142857142857,13390.704225352112,-3303.5613682092553,-24.670557370349112,21,142,-6.310958118187024,3303.5613682092553
280:チケット・カード,週末フラグ,8766.5,14330.487804878048,-5563.987804878048,-38.82622755510169,40,123,-1.0839160839160913,5563.987804878048
280:チケット・カード,平日フラグ,12997.058823529413,12878.636363636364,118.42245989304865,0.9195263888917764,119,44,0.04943153732081224,118.42245989304865
280:チケット・カード,休日フラグ,12878.636363636364,12997.058823529413,-118.42245989304865,-0.9111481412907114,44,119,-0.04940711462450749,118.42245989304865
280:チケット・カード,連休フラグ,17916.5625,12426.156462585033,5490.406037414967,44.184266099871635,16,147,-3.2894736842105226,5490.406037414967
280:チケット・カード,降雨フラグ,18546.267605633802,8657.880434782608,9888.387170851194,114.21256328656474,71,92,8.190892930397908,9888.387170851194
295:ビール,祝日フラグ,862.2424242424242,1233.9212410501193,-371.67881680769506,-30.121761782087535,33,840,-31.4390005978791,371.67881680769506
295:ビール,土曜フラグ,1233.4,1217.5670241286864,15.832975871313693,1.300378176933961,125,748,0.7126447648310027,15.832975871313693
295:ビール,日曜フラグ,1164.8636363636363,1227.7858081471747,-62.92217178353849,-5.124849250252614,111,762,-5.733414104278083,62.92217178353849
295:ビール,週末フラグ,1201.3191489361702,1226.682389937107,-25.363241000936796,-2.0676290137528746,236,637,-2.7695834746704375,25.363241000936796
295:ビール,平日フラグ,1246.6268656716418,1159.5671641791046,87.05970149253722,7.507948153582775,604,269,8.49764169179617,87.05970149253722
295:ビール,休日フラグ,1159.5671641791046,1246.6268656716418,-87.05970149253722,-6.983621474067327,269,604,-7.832098061573538,87.05970149253722
295:ビール,連休フラグ,1058.0,1236.659062103929,-178.65906210392905,-14.446913266456498,83,790,-15.318361104403131,178.65906210392905
295:ビール,降雨フラグ,1327.5014836795253,1151.8951310861423,175.606352593383,15.244994778977897,337,536,14.944887466065882,175.606352593383
190:和風菓子・珍味・豆菓子,祝日フラグ,229.14285714285714,239.09357384441938,-9.950716701562243,-4.161850333977305,56,1800,-9.744485201748661,9.950716701562243
190:和風菓子・珍味・豆菓子,土曜フラグ,228.89423076923077,240.05795314426635,-11.163722375035576,-4.650428044067581,210,1646,-5.514098631429922,11.163722375035576
190:和風菓子・珍味・豆菓子,日曜フラグ,205.43577981651376,243.29962779156327,-37.86384797504951,-15.562641142833055,223,1633,-19.832233204192786,37.86384797504951
190:和風菓子・珍味・豆菓子,週末フラグ,216.88967136150234,245.43376068376068,-28.544089322258344,-11.630058245750941,433,1423,-14.553990610328635,28.544089322258344
190:和風菓子・珍味・豆菓子,平日フラグ,246.11053412462908,218.31327800829877,27.797256116330317,12.732737270920214,1367,489,17.32168691972489,27.797256116330317
190:和風菓子・珍味・豆菓子,休日フラグ,218.31327800829877,246.11053412462908,-27.797256116330317,-11.294622643927111,489,1367,-14.764266841455253,27.797256116330317
190:和風菓子・珍味・豆菓子,連休フラグ,231.75625,239.462874251497,-7.706624251497004,-3.2182960617949847,164,1692,-8.361235119047608,7.706624251497004
190:和風菓子・珍味・豆菓子,降雨フラグ,250.59781121751027,230.93448589626934,19.663325321240933,8.51467689848335,741,1115,6.8844509513087155,19.663325321240933
305:ワイン・洋酒,祝日フラグ,691.9454545454546,912.201643017177,-220.25618847172245,-24.145559280424905,55,1341,-37.77296224740223,220.25618847172245
305:ワイン・洋酒,土曜フラグ,822.9625668449198,915.9908864954432,-93.02831965052337,-10.15603113765108,187,1209,-10.350676273176672,93.02831965052337
305:ワイン・洋酒,日曜フラグ,666.1065088757397,936.2636734693878,-270.1571645936481,-28.854816463460832,170,1226,-31.093486043595732,270.1571645936481
305:ワイン・洋酒,週末フラグ,748.5,956.6753371868979,-208.17533718689788,-21.760290988480698,357,1039,-23.06929866246205,208.17533718689788
305:ワイン・洋酒,平日フラグ,971.4872838250254,740.9318734793187,230.55541034570672,31.116951314707087,984,412,37.10630143231825,230.55541034570672
305:ワイン・洋酒,休日フラグ,740.9318734793187,971.4872838250254,-230.55541034570672,-23.732210826058743,412,984,-27.063892063805365,230.55541034570672
305:ワイン・洋酒,連休フラグ,711.1942446043165,924.811952191235,-213.61770758691853,-23.098502033929826,139,1257,-31.30130519661413,213.61770758691853
305:ワイン・洋酒,降雨フラグ,934.4946996466431,882.3321256038647,52.162574042778374,5.911897858992554,566,830,4.804074176923014,52.162574042778374
xxx:不明,祝日フラグ,621.5,689.6802030456853,-68.18020304568529,-9.885770643349748,6,197,7.065217391304344,68.18020304568529
xxx:不明,土曜フラグ,977.2,647.0,330.20000000000005,51.03554868624421,25,178,44.20253164556963,330.20000000000005
xxx:不明,日曜フラグ,631.21875,698.2280701754386,-67.00932017543857,-9.597053317922558,32,171,0.19531250000000555,67.00932017543857
xxx:不明,週末フラグ,782.9649122807018,650.4589041095891,132.50600817111274,20.371157552605073,57,146,24.067982456140363,132.50600817111274
xxx:不明,平日フラグ,651.7,767.5873015873016,-115.88730158730152,-15.097605360023152,140,63,-19.264705882352935,115.88730158730152
xxx:不明,休日フラグ,767.5873015873016,651.7,115.88730158730152,17.782308053905403,63,140,23.861566484517297,115.88730158730152
xxx:不明,連休フラグ,702.0526315789474,686.179347826087,15.873283752860402,2.3132849747153137,19,184,6.0315021129465896,15.873283752860402
xxx:不明,降雨フラグ,681.8023255813954,691.974358974359,-10.172033392963613,-1.4700014908125427,86,117,-2.6484329886083255,10.172033392963613
300:日本酒・焼酎,土曜フラグ,350.4,318.54545454545456,31.854545454545416,9.999999999999988,5,34,10.000000000000004,31.854545454545416
300:日本酒・焼酎,日曜フラグ,219.0,331.62857142857143,-112.62857142857143,-33.9622641509434,4,35,-33.9622641509434,112.62857142857143
300:日本酒・焼酎,週末フラグ,301.125,328.5,-27.375,-8.333333333333332,9,30,-8.333333333333332,27.375
300:日本酒・焼酎,平日フラグ,324.7241379310345,316.3333333333333,8.390804597701162,2.6525198938992087,29,10,2.6525198938992114,8.390804597701162
300:日本酒・焼酎,休日フラグ,316.3333333333333,324.7241379310345,-8.390804597701162,-2.5839793281653787,10,29,-2.5839793281653813,8.390804597701162
300:日本酒・焼酎,連休フラグ,262.8,331.8181818181818,-69.0181818181818,-20.799999999999997,5,34,-20.8,69.0181818181818
300:日本酒・焼酎,降雨フラグ,273.75,345.34615384615387,-71.59615384615387,-20.731707317073177,12,27,-20.731707317073166,71.59615384615387
165:インスタント食品,祝日フラグ,249.25,372.94871794871796,-123.69871794871796,-33.167755242351326,4,119,-30.687203791469198,123.69871794871796
165:インスタント食品,土曜フラグ,445.64285714285717,358.8130841121495,86.82977303070766,24.199165770545985,15,108,13.829787234042554,86.82977303070766
165:インスタント食品,日曜フラグ,323.3076923076923,374.3425925925926,-51.03490028490029,-13.633206932571252,13,110,-10.532544378698224,51.03490028490029
165:インスタント食品,週末フラグ,386.74074074074076,363.72340425531917,23.017336485421595,6.32825279213112,28,95,2.151253049456642,23.017336485421595
165:インスタント食品,平日フラグ,368.81111111111113,369.0,-0.18888888888886868,-0.051189400782891234,91,32,3.3333333333333353,0.18888888888886868
165:インスタント食品,休日フラグ,369.0,368.81111111111113,0.18888888888886868,0.05121561775072509,32,91,-3.2258064516129052,0.18888888888886868
165:インスタント食品,連休フラグ,243.8,380.1261261261261,-136.3261261261261,-35.86339289946437,10,113,-28.916256157635466,136.3261261261261
165:インスタント食品,降雨フラグ,338.1521739130435,387.6933333333333,-49.54115942028983,-12.778439854598952,47,76,-11.490683229813666,49.54115942028983
140:カウンターＦＦ,祝日フラグ,1377.6,2399.5,-1021.9000000000001,-42.58803917482809,7,238,-41.85022026431717,1021.9000000000001
140:カウンターＦＦ,土曜フラグ,4354.6,1888.3742331288342,2466.2257668711663,130.60047757508818,48,197,134.5029639762882,2466.2257668711663
140:カウンターＦＦ,日曜フラグ,4207.96875,2031.1929824561403,2176.7757675438597,107.16735368550157,43,202,110.98859507468713,2176.7757675438597
140:カウンターＦＦ,週末フラグ,4289.430555555556,1321.7557251908397,2967.674830364716,224.5252109603106,91,154,235.4366712391404,2967.674830364716
140:カウンターＦＦ,平日フラグ,1319.5396825396826,4100.350649350649,-2780.8109668109664,-67.81885757139693,147,98,-68.91072295002428,2780.8109668109664
140:カウンターＦＦ,休日フラグ,4100.350649350649,1319.5396825396826,2780.8109668109664,210.74098821028363,98,147,221.65431135388224,2780.8109668109664
140:カウンターＦＦ,連休フラグ,3511.7083333333335,2221.832402234637,1289.8759310986966,58.05460077913109,38,207,61.82928261124809,1289.8759310986966
140:カウンターＦＦ,降雨フラグ,2223.1184210526317,2464.818897637795,-241.70047658516341,-9.80601361084993,88,157,-10.16325861382427,241.70047658516341
399:その他,土曜フラグ,5281.333333333333,6006.173913043478,-724.840579710145,-12.068258265649359,3,24,-24.056603773584907,724.840579710145
399:その他,日曜フラグ,2757.0,6335.434782608696,-3578.434782608696,-56.4828603781354,3,24,-69.19642857142857,3578.434782608696
399:その他,週末フラグ,4019.1666666666665,6493.55,-2474.3833333333337,-38.10524802817155,6,21,-50.73891625615764,2474.3833333333337
399:その他,平日フラグ,6688.777777777777,4198.5,2490.2777777777774,59.31351143927063,19,8,102.11640211640211,2490.2777777777774
399:その他,休日フラグ,4198.5,6688.777777777777,-2490.2777777777774,-37.23068489509792,8,19,-50.523560209424076,2490.2777777777774
399:その他,連休フラグ,7788.0,5679.217391304348,2108.782608695652,37.131570485829336,3,24,40.101522842639596,2108.782608695652
399:その他,降雨フラグ,7920.428571428572,3591.6666666666665,4328.761904761905,120.52237321842891,14,13,147.14285714285717,4328.761904761905
170:乾物・缶詰・調味料,日曜フラグ,1940.0,1089.1891891891892,850.8108108108108,78.11414392059554,6,37,115.83333333333331,850.8108108108108
170:乾物・缶詰・調味料,週末フラグ,1630.0,1111.4285714285713,518.5714285714287,46.658097686375335,8,35,73.49137931034481,518.5714285714287
170:乾物・缶詰・調味料,平日フラグ,1146.6666666666667,1410.0,-263.33333333333326,-18.676122931442073,33,10,-32.12121212121212,263.33333333333326
170:乾物・缶詰・調味料,休日フラグ,1410.0,1146.6666666666667,263.33333333333326,22.965116279069758,10,33,47.32142857142857,263.33333333333326
170:乾物・缶詰・調味料,連休フラグ,1053.3333333333333,1219.5,-166.16666666666674,-13.62580292469592,3,40,-12.280701754385957,166.16666666666674
170:乾物・缶詰・調味料,降雨フラグ,1315.0,1144.4444444444443,170.55555555555566,14.902912621359231,16,27,10.204081632653057,170.55555555555566
148:半生菓子,祝日フラグ,335.3953488372093,306.93085787451986,28.464490962689467,9.273909817932473,43,781,8.002091168187263,28.464490962689467
148:半生菓子,土曜フラグ,301.55555555555554,309.45111731843576,-7.89556176288022,-2.5514730181941525,108,716,1.5112981963810712,7.89556176288022
148:半生菓子,日曜フラグ,246.4659090909091,315.8233695652174,-69.35746047430828,-21.960838607285517,88,736,-21.06230847803881,69.35746047430828
148:半生菓子,週末フラグ,276.82142857142856,318.2770700636943,-41.45564149226573,-13.025016688751576,196,628,-10.13969128405087,41.45564149226573
148:半生菓子,平日フラグ,317.01880341880343,287.35983263598325,29.658970782820177,10.321195732456824,585,239,7.6246970276821,29.658970782820177
148:半生菓子,休日フラグ,287.35983263598325,317.01880341880343,-29.658970782820177,-9.355587259484622,239,585,-7.084523569642156,29.658970782820177
148:半生菓子,連休フラグ,236.03389830508473,313.9986928104575,-77.96479450537277,-24.829655756699445,59,765,-20.90395480225989,77.96479450537277
148:半生菓子,降雨フラグ,309.72323759791124,307.281179138322,2.442058459589248,0.7947308931960196,383,441,0.5292227354890499,2.442058459589248
