日付,店舗ID,商品ID,予測販売数量,発注数量,単価,予測売上金額
2025-10-20,1,しらすおむすび,1175.66,1411,165.0,193984.0
2025-10-20,1,Ｍアーモンドチョコレート,1175.66,1411,305.0,358576.0
2025-10-20,1,龍角散ののどすっきりタブ,1175.66,1411,200.0,235132.0
2025-10-20,1,忍者めし鋼グレープ味,1175.66,1411,148.0,173998.0
2025-10-20,1,◎もちもちくるみパン,1175.66,1411,128.0,150484.0
2025-10-20,1,ｉｎゼリーエネルギー,1175.66,1411,210.0,246889.0
2025-10-20,1,◎白生クロワッサン（ダブ,1175.66,1411,156.0,183403.0
2025-10-20,1,モンスター　リッパー,1175.66,1411,213.0,250416.0
2025-10-20,1,◎レモン香るティーソーダ,1175.66,1411,130.0,152836.0
2025-10-20,1,カルピス　ひんやりライチ,1175.66,1411,160.0,188106.0
2025-10-20,1,カルピスウォーター５００,1175.66,1411,160.0,188106.0
2025-10-20,1,トロピカーナアップル,1175.66,1411,120.0,141079.0
2025-10-20,1,ミンティアＢカルピス,1175.66,1411,211.0,248064.0
2025-10-20,1,◎ボディＰレモンミント,1175.66,1411,350.0,411481.0
2025-10-20,1,薬用リップスティック,1175.66,1411,299.0,351522.0
2025-10-20,1,さらさらシートクール,1175.66,1411,295.0,346820.0
2025-10-20,1,◎のむＹＧアサイーボウル,1175.66,1411,184.0,216321.0
2025-10-20,1,Ｚｅｒｏシート携帯,1175.66,1411,328.0,385616.0
2025-10-20,1,レッドブルエナジー２５０,1175.66,1411,198.0,232781.0
2025-10-20,1,ペパーミント１００ＭＬ,1175.66,1411,200.0,235132.0
2025-10-20,1,ヘアリングゴム黒,1175.66,1411,200.0,235132.0
2025-10-20,1,１日分鉄分のむヨーグルト,1175.66,1411,145.0,170471.0
2025-10-20,1,ザバスミルクココア風味,1175.66,1411,181.0,212794.0
2025-10-20,1,イーラインマスクベージュ,1175.66,1411,299.0,351522.0
2025-10-20,1,ブルガリアＹＯ　苺,1175.66,1411,158.0,185754.0
2025-10-20,1,◎カフェラテレギュラー,1175.66,1411,181.0,212794.0
2025-10-20,1,金のミルクキャンディ,1175.66,1411,221.0,259821.0
2025-10-20,1,ミンティアＢリフレッシュ,1175.66,1411,211.0,248064.0
2025-10-20,1,邪払のど飴,1175.66,1411,258.0,303320.0
2025-10-20,1,◎生コッペパン（たまご）,1175.66,1411,128.0,150484.0
2025-10-20,1,キレートクエン酸ゼリー,1175.66,1411,210.0,246889.0
2025-10-20,1,◎もっち歩き（チョコ）,1175.66,1411,125.0,146958.0
2025-10-20,1,ミンティアワイルド＆クー,1175.66,1411,105.0,123444.0
2025-10-20,1,アーモンドＣ香ばしＰＪ,1175.66,1411,175.0,205740.0
2025-10-20,1,ミンティアＢクリスタル,1175.66,1411,211.0,248064.0
2025-10-20,1,ブラックＴひとくちサイズ,1175.66,1411,120.0,141079.0
2025-10-20,1,ジャムグミいちご,1175.66,1411,182.0,213970.0
2025-10-20,1,ぷにキャラグミちいかわ,1175.66,1411,218.0,256294.0
2025-10-20,1,ソルベットグミ白桃味,1175.66,1411,140.0,164592.0
2025-10-20,1,つぶグミカタイソーダ,1175.66,1411,168.0,197511.0
2025-10-20,1,たべっ子グミパイナップル,1175.66,1411,200.0,235132.0
2025-10-20,1,おとうふくんグミ,1175.66,1411,161.0,189281.0
2025-10-20,1,あの日夢見た雲グミ,1175.66,1411,171.0,201038.0
2025-10-20,1,ピュレグミなつももソーダ,1175.66,1411,150.0,176349.0
2025-10-20,1,ポケぷに,1175.66,1411,218.0,256294.0
2025-10-20,1,龍角散のど飴ｍａｘＳＴ,1175.66,1411,160.0,188106.0
2025-10-20,1,忍者めし巨峰,1175.66,1411,125.0,146958.0
2025-10-20,1,即攻元気ゼリー,1175.66,1411,204.0,239835.0
2025-10-20,1,龍角散のど飴スティック,1175.66,1411,140.0,164592.0
2025-10-20,1,のど飴,1175.66,1411,124.0,145782.0
2025-10-20,1,忍者めし鋼マスカット味,1175.66,1411,148.0,173998.0
2025-10-20,1,◎ドライマンゴー,1175.66,1411,276.0,324482.0
2025-10-20,1,◎カリカリ梅無着色小袋,1175.66,1411,184.0,216321.0
2025-10-20,1,大粒ラムネ,1175.66,1411,133.0,156363.0
2025-10-20,1,牛乳パン,1175.66,1411,230.0,270402.0
2025-10-20,1,１本満足プロテイン　ＷＴ,1175.66,1411,171.0,201038.0
2025-10-20,1,シルキータッチ大きめ,1175.66,1411,398.0,467913.0
2025-10-20,1,スマートカラーグレー,1175.66,1411,566.0,665424.0
2025-10-20,1,◎しっとりやわらか食パ６,1175.66,1411,158.0,185754.0
2025-10-20,1,◎ファミマ・ザ・クリーム,1175.66,1411,128.0,150484.0
2025-10-20,1,たまごサンド,1175.66,1411,265.0,311550.0
2025-10-20,1,具だくさん！チキン南蛮,1175.66,1411,221.0,259821.0
2025-10-20,1,具だくさん！チャーシュー,1175.66,1411,215.0,252767.0
2025-10-20,1,キャメＭマスカットＰＬ,1175.66,1411,455.0,534925.0
2025-10-20,1,◎ソフトなチーズクリーム,1175.66,1411,135.0,158714.0
2025-10-20,1,キャメＭベリープルーム,1175.66,1411,455.0,534925.0
2025-10-20,1,◎バタークロワッサンメロ,1175.66,1411,147.0,172822.0
2025-10-20,1,キャメＭコールドプルーム,1175.66,1411,455.0,534925.0
2025-10-20,1,◎チョコチップスナック６,1175.66,1411,135.0,158714.0
2025-10-20,1,◎ファミマ・ザ・メロンパ,1175.66,1411,128.0,150484.0
2025-10-20,1,ラーククラシックＭ,1175.66,1411,491.0,577249.0
2025-10-20,1,ラッキーＥＸカット１４,1175.66,1411,428.0,503182.0
2025-10-20,1,ラッキーＢチルベリー８,1175.66,1411,428.0,503182.0
2025-10-20,1,◎生コッペパン（コロッケ,1175.66,1411,167.0,196335.0
2025-10-20,1,ラッキーストライク,1175.66,1411,564.0,663072.0
2025-10-20,1,◎生コッペパン（焼きそば,1175.66,1411,167.0,196335.0
2025-10-20,1,ラッキーシガリロＳライト,1175.66,1411,428.0,503182.0
2025-10-20,1,◎白生コッペパン（トリプ,1175.66,1411,147.0,172822.0
2025-10-20,1,◎ひと口もち食感チーズ（,1175.66,1411,149.0,175173.0
2025-10-20,1,マルボロ・メン８Ｂ,1175.66,1411,546.0,641910.0
2025-10-20,1,◎もっちパン（ミート＆チ,1175.66,1411,121.0,142255.0
2025-10-20,1,◎お肉たっぷりメンチカツ,1175.66,1411,184.0,216321.0
2025-10-20,1,◎天然水新潟県津南６００,1175.66,1411,110.0,129323.0
2025-10-20,1,◎ミニクリームパン５個入,1175.66,1411,149.0,175173.0
2025-10-20,1,◎ジャスミン茶６００,1175.66,1411,110.0,129323.0
2025-10-20,1,クリームたい焼きカスター,1175.66,1411,165.0,193984.0
2025-10-20,1,アスティーグ肌　Ｍ,1175.66,1411,600.0,705396.0
2025-10-20,1,◎のむヨーグルトプレーン,1175.66,1411,149.0,175173.0
2025-10-20,1,ルーロー飯おむすび,1175.66,1411,194.0,228078.0
2025-10-20,1,グリーンダカラ,1175.66,1411,141.0,165768.0
2025-10-20,1,ウィルキンソン　タンサン,1175.66,1411,112.0,131674.0
2025-10-20,1,チョコラＢＢハイパー,1175.66,1411,380.0,446751.0
2025-10-20,1,◎発酵バター香るチョコク,1175.66,1411,147.0,172822.0
2025-10-20,1,◎ダブルチョコデニッシュ,1175.66,1411,128.0,150484.0
2025-10-20,1,ウコンの力ドリンク,1175.66,1411,191.0,224551.0
2025-10-20,1,リポビタンＤ,1175.66,1411,164.0,192808.0
2025-10-20,1,◎ゴロゴロチョコのクッキ,1175.66,1411,138.0,162241.0
2025-10-20,1,ジョージア　カフェモカ,1175.66,1411,168.0,197511.0
2025-10-20,1,ジョージア　カフェラテ,1175.66,1411,159.0,186930.0
2025-10-20,1,◎しっとりケーキ（チョコ,1175.66,1411,135.0,158714.0
2025-10-20,1,ジョージア　ブラック,1175.66,1411,149.0,175173.0
2025-10-20,1,◎白生フランスパン（つぶ,1175.66,1411,156.0,183403.0
2025-10-20,1,◎天然水長野県安曇野２Ｌ,1175.66,1411,112.0,131674.0
2025-10-20,1,午後の紅茶　レモンティー,1175.66,1411,160.0,188106.0
2025-10-20,1,◎緑茶６００,1175.66,1411,110.0,129323.0
2025-10-20,1,◎ぶどうぱん（シュガーマ,1175.66,1411,128.0,150484.0
2025-10-20,1,◎麦茶６００,1175.66,1411,110.0,129323.0
2025-10-20,1,健康ミネラルむぎ茶,1175.66,1411,158.0,185754.0
2025-10-20,1,◎生スコーン６個入,1175.66,1411,172.0,202214.0
2025-10-20,1,◎アップル香るジャスミン,1175.66,1411,110.0,129323.0
2025-10-20,1,塩バター揚げ焼きくりーむ,1175.66,1411,276.0,324482.0
2025-10-20,1,マルボロ・メン１２Ｂ,1175.66,1411,546.0,641910.0
2025-10-20,1,専ＵＦＯ大盛焼そばパンガ,1175.66,1411,276.0,324482.0
2025-10-20,1,じゃがりこチーズ,1175.66,1411,185.0,217497.0
2025-10-20,1,◎冷やし胡瓜一本漬,1175.66,1411,172.0,202214.0
2025-10-20,1,◎タンスティックレモン,1175.66,1411,184.0,216321.0
2025-10-20,1,メビウスＥＸＬ,1175.66,1411,528.0,620748.0
2025-10-20,1,メビウスＬ,1175.66,1411,528.0,620748.0
2025-10-20,1,メビウスＳＬ１００Ｂ,1175.66,1411,528.0,620748.0
2025-10-20,1,焙煎ごまドレッシング,1175.66,1411,33.0,38797.0
2025-10-20,1,◎半熟ゆでたまご１個,1175.66,1411,98.0,115215.0
2025-10-20,1,ポケカ拡張　ホワイト,1175.66,1411,264.0,310374.0
2025-10-20,1,テリアスムースレギュラー,1175.66,1411,528.0,620748.0
2025-10-20,1,高菜の寿司,1175.66,1411,176.0,206916.0
2025-10-20,1,レジ袋弁当大バイオマス,1175.66,1411,5.0,5878.0
2025-10-20,1,ホープ１０,1175.66,1411,273.0,320955.0
2025-10-20,1,手巻　紀州南高梅,1175.66,1411,158.0,185754.0
2025-10-20,1,手巻　真昆布,1175.66,1411,158.0,185754.0
2025-10-20,1,大きな　僕の梅おかか,1175.66,1411,297.0,349171.0
2025-10-20,1,味付海苔　おかか味噌,1175.66,1411,161.0,189281.0
2025-10-20,1,増量　手巻　紅しゃけ,1175.66,1411,195.0,229254.0
2025-10-20,1,増量　手巻　辛子明太子,1175.66,1411,195.0,229254.0
2025-10-20,1,大きな　昆布とツナマヨ,1175.66,1411,269.0,316253.0
2025-10-20,1,手巻　たらこマヨネーズ,1175.66,1411,188.0,221024.0
2025-10-20,1,豚バラしょうゆ,1175.66,1411,276.0,324482.0
2025-10-20,1,サンドおむすび　牛カルビ,1175.66,1411,328.0,385616.0
2025-10-20,1,手巻　紅しゃけ,1175.66,1411,195.0,229254.0
2025-10-20,1,レジ袋１２号バイオマス,1175.66,1411,3.0,3527.0
2025-10-20,1,ピース・ライト・ＢＯＸ,1175.66,1411,546.0,641910.0
2025-10-20,1,ピアニシモ・アリア・メン,1175.66,1411,519.0,610168.0
2025-10-20,1,◎海鮮スティック明太マヨ,1175.66,1411,167.0,196335.0
2025-10-20,1,センティアＩブラック,1175.66,1411,482.0,566668.0
2025-10-20,1,冷し明太とろろうどん,1175.66,1411,508.0,597235.0
2025-10-20,1,冷したぬきうどん,1175.66,1411,399.0,469088.0
2025-10-20,1,ゆず冷し鶏塩おろしうどん,1175.66,1411,526.0,618397.0
2025-10-20,1,テリアイエローメンソール,1175.66,1411,528.0,620748.0
2025-10-20,1,テリアサンパール,1175.66,1411,528.0,620748.0
2025-10-20,1,テリアシャインパール,1175.66,1411,528.0,620748.0
2025-10-20,1,マルボロ・ボックス,1175.66,1411,546.0,641910.0
2025-10-20,1,シーチキン＆コーンサラダ,1175.66,1411,249.0,292739.0
2025-10-20,1,ケントエス１・１００Ｂ,1175.66,1411,455.0,534925.0
2025-10-20,1,ローストチキンパスタサラ,1175.66,1411,369.0,433819.0
2025-10-20,1,エボルタＮＥＯ単４－４Ｐ,1175.66,1411,659.0,774760.0
2025-10-20,1,ライトニング１．２ｍ,1175.66,1411,1800.0,2116188.0
2025-10-20,1,ＣＲバーナーライター,1175.66,1411,190.0,223375.0
2025-10-20,1,耐風ビニール傘７０,1175.66,1411,862.0,1013419.0
2025-10-20,1,ダブルシュー,1175.66,1411,172.0,202214.0
2025-10-20,1,デイリースポーツ東日本,1175.66,1411,146.0,171646.0
2025-10-20,1,冷やして食べるバウム,1175.66,1411,167.0,196335.0
2025-10-20,1,マカロンチョコパッション,1175.66,1411,267.0,313901.0
2025-10-20,1,日刊ゲンダイ,1175.66,1411,164.0,192808.0
2025-10-20,1,日本経済新聞,1175.66,1411,182.0,213970.0
