日付,店舗ID,商品ID,予測販売数量,発注数量,単価,予測売上金額
2025-10-16,10,◎ミニクリームパン５個入,1153.41,1384,149.0,171858.0
2025-10-17,10,◎ミニクリームパン５個入,1234.47,1481,149.0,183936.0
2025-10-18,10,◎ミニクリームパン５個入,1357.64,1629,149.0,202288.0
2025-10-19,10,◎ミニクリームパン５個入,1210.79,1453,149.0,180408.0
2025-10-20,10,◎ミニクリームパン５個入,1188.04,1426,149.0,177018.0
2025-10-21,10,◎ミニクリームパン５個入,1160.16,1392,149.0,172864.0
2025-10-15,10,◎ジャスミン茶６００,1209.85,1452,110.0,133084.0
2025-10-16,10,◎ジャスミン茶６００,1153.41,1384,110.0,126875.0
2025-10-17,10,◎ジャスミン茶６００,1234.47,1481,110.0,135792.0
2025-10-18,10,◎ジャスミン茶６００,1357.64,1629,110.0,149340.0
2025-10-19,10,◎ジャスミン茶６００,1210.79,1453,110.0,133187.0
2025-10-20,10,◎ジャスミン茶６００,1188.04,1426,110.0,130684.0
2025-10-21,10,◎ジャスミン茶６００,1160.16,1392,110.0,127618.0
2025-10-15,10,クリームたい焼きカスター,1209.85,1452,165.0,199625.0
2025-10-16,10,クリームたい焼きカスター,1153.41,1384,165.0,190313.0
2025-10-17,10,クリームたい焼きカスター,1234.47,1481,165.0,203688.0
2025-10-18,10,クリームたい焼きカスター,1357.64,1629,165.0,224011.0
2025-10-19,10,クリームたい焼きカスター,1210.79,1453,165.0,199780.0
2025-10-20,10,クリームたい焼きカスター,1188.04,1426,165.0,196027.0
2025-10-21,10,クリームたい焼きカスター,1160.16,1392,165.0,191426.0
2025-10-15,10,アスティーグ肌　Ｍ,1209.85,1452,600.0,725910.0
2025-10-16,10,アスティーグ肌　Ｍ,1153.41,1384,600.0,692046.0
2025-10-17,10,アスティーグ肌　Ｍ,1234.47,1481,600.0,740682.0
2025-10-18,10,アスティーグ肌　Ｍ,1357.64,1629,600.0,814584.0
2025-10-19,10,アスティーグ肌　Ｍ,1210.79,1453,600.0,726474.0
