date,store_id,年,月,日,曜日,週番号,年内日数,祝日フラグ,土曜フラグ,日曜フラグ,週末フラグ,平日フラグ,休日フラグ,休日タイプ,休日前日,休日翌日,休日前々日,連休日数,連休中日番号,連休フラグ,連休初日,連休2日目,連休最終日前日,連休最終日,GW,GW前半,GW後半,盆休み,年末年始,シルバーウィーク,給料日,給料日直後,月初,月初3日,月末3日,月末,月中旬,夏休み,冬休み,春休み,学校休み,新学期,四半期,季節,天気,最高気温,最低気温,降水量,平均気温,気温差,猛暑日,真夏日,夏日,冬日,真冬日,快適温度,暑い,やや暑い,寒い,やや寒い,降雨フラグ,弱雨,普通雨,強雨,豪雨,最高気温_t-1,最高気温_t-7,最高気温_t-14,最低気温_t-1,最低気温_t-7,最低気温_t-14,平均気温_t-1,平均気温_t-7,平均気温_t-14,最高気温_MA3,最高気温_MA7,最高気温_MA14,平均気温_MA3,平均気温_MA7,平均気温_MA14,最高気温_変化量_1d,最高気温_変化量_7d,最高気温_変化量_14d,平均気温_変化量_1d,平均気温_変化量_7d,平均気温_変化量_vs_MA7,最高気温_変化率_1d,最高気温_変化率_7d,気温上昇_急_1d,気温下降_急_1d,暖かくなった_7d,寒くなった_7d,気温安定,気温差_t-1,気温差_MA7,気温差_変化量_1d,気温差_大,気温差_拡大,降水量_t-1,降水量_t-7,降水量_累積3日,降水量_累積7日,降水量_累積14日,降水量_変化量_1d,降水量_変化量_7d,降水_開始,降水_終了,連続降雨日数,連続晴天日数,気温トレンド_7d,気温トレンド_14d,週,季節変動指数_月,季節変動指数_週,客数指数,季節変動指数_月_t-1,季節変動指数_変化量_月,季節変動指数_変化率_月,季節変動指数_週_t-1,季節変動指数_変化量_週,季節変動指数_変化率_週,季節_ピーク期,季節_オフ期,季節_上昇期,季節_下降期,predicted_sales_amt
2025-10-18,58738:ＴＸ秋葉原駅,2025,10,18,5,42,2025,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,雨,25.4,14.6,1.4,20.0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,10.8,10.8,,,0,0,0,,,0,0,0,0,0,0,42,10,0,0,10,10,10,,,,0,0,0,0,269511.08128121466
