日付,店舗ID,商品ID,予測販売数量,発注数量,単価,予測売上金額
2025-10-17,1,しらすおむすび,1221.29,1466,165.0,201513.0
2025-10-17,1,Ｍアーモンドチョコレート,1221.29,1466,305.0,372493.0
2025-10-17,1,龍角散ののどすっきりタブ,1221.29,1466,200.0,244258.0
2025-10-17,1,忍者めし鋼グレープ味,1221.29,1466,148.0,180751.0
2025-10-17,1,◎もちもちくるみパン,1221.29,1466,128.0,156325.0
2025-10-17,1,ｉｎゼリーエネルギー,1221.29,1466,210.0,256471.0
2025-10-17,1,◎白生クロワッサン（ダブ,1221.29,1466,156.0,190521.0
2025-10-17,1,モンスター　リッパー,1221.29,1466,213.0,260135.0
2025-10-17,1,◎レモン香るティーソーダ,1221.29,1466,130.0,158768.0
2025-10-17,1,カルピス　ひんやりライチ,1221.29,1466,160.0,195406.0
2025-10-17,1,カルピスウォーター５００,1221.29,1466,160.0,195406.0
2025-10-17,1,トロピカーナアップル,1221.29,1466,120.0,146555.0
2025-10-17,1,ミンティアＢカルピス,1221.29,1466,211.0,257692.0
2025-10-17,1,◎ボディＰレモンミント,1221.29,1466,350.0,427452.0
2025-10-17,1,薬用リップスティック,1221.29,1466,299.0,365166.0
2025-10-17,1,さらさらシートクール,1221.29,1466,295.0,360281.0
2025-10-17,1,◎のむＹＧアサイーボウル,1221.29,1466,184.0,224717.0
2025-10-17,1,Ｚｅｒｏシート携帯,1221.29,1466,328.0,400583.0
2025-10-17,1,レッドブルエナジー２５０,1221.29,1466,198.0,241815.0
2025-10-17,1,ペパーミント１００ＭＬ,1221.29,1466,200.0,244258.0
2025-10-17,1,ヘアリングゴム黒,1221.29,1466,200.0,244258.0
2025-10-17,1,１日分鉄分のむヨーグルト,1221.29,1466,145.0,177087.0
2025-10-17,1,ザバスミルクココア風味,1221.29,1466,181.0,221053.0
2025-10-17,1,イーラインマスクベージュ,1221.29,1466,299.0,365166.0
2025-10-17,1,ブルガリアＹＯ　苺,1221.29,1466,158.0,192964.0
2025-10-17,1,◎カフェラテレギュラー,1221.29,1466,181.0,221053.0
2025-10-17,1,金のミルクキャンディ,1221.29,1466,221.0,269905.0
2025-10-17,1,ミンティアＢリフレッシュ,1221.29,1466,211.0,257692.0
2025-10-17,1,邪払のど飴,1221.29,1466,258.0,315093.0
2025-10-17,1,◎生コッペパン（たまご）,1221.29,1466,128.0,156325.0
2025-10-17,1,キレートクエン酸ゼリー,1221.29,1466,210.0,256471.0
2025-10-17,1,◎もっち歩き（チョコ）,1221.29,1466,125.0,152661.0
2025-10-17,1,ミンティアワイルド＆クー,1221.29,1466,105.0,128235.0
2025-10-17,1,アーモンドＣ香ばしＰＪ,1221.29,1466,175.0,213726.0
2025-10-17,1,ミンティアＢクリスタル,1221.29,1466,211.0,257692.0
2025-10-17,1,ブラックＴひとくちサイズ,1221.29,1466,120.0,146555.0
2025-10-17,1,ジャムグミいちご,1221.29,1466,182.0,222275.0
2025-10-17,1,ぷにキャラグミちいかわ,1221.29,1466,218.0,266241.0
2025-10-17,1,ソルベットグミ白桃味,1221.29,1466,140.0,170981.0
2025-10-17,1,つぶグミカタイソーダ,1221.29,1466,168.0,205177.0
2025-10-17,1,たべっ子グミパイナップル,1221.29,1466,200.0,244258.0
2025-10-17,1,おとうふくんグミ,1221.29,1466,161.0,196628.0
2025-10-17,1,あの日夢見た雲グミ,1221.29,1466,171.0,208841.0
2025-10-17,1,ピュレグミなつももソーダ,1221.29,1466,150.0,183194.0
2025-10-17,1,ポケぷに,1221.29,1466,218.0,266241.0
2025-10-17,1,龍角散のど飴ｍａｘＳＴ,1221.29,1466,160.0,195406.0
2025-10-17,1,忍者めし巨峰,1221.29,1466,125.0,152661.0
2025-10-17,1,即攻元気ゼリー,1221.29,1466,204.0,249143.0
2025-10-17,1,龍角散のど飴スティック,1221.29,1466,140.0,170981.0
2025-10-17,1,のど飴,1221.29,1466,124.0,151440.0
2025-10-17,1,忍者めし鋼マスカット味,1221.29,1466,148.0,180751.0
2025-10-17,1,◎ドライマンゴー,1221.29,1466,276.0,337076.0
2025-10-17,1,◎カリカリ梅無着色小袋,1221.29,1466,184.0,224717.0
2025-10-17,1,大粒ラムネ,1221.29,1466,133.0,162432.0
2025-10-17,1,牛乳パン,1221.29,1466,230.0,280897.0
2025-10-17,1,１本満足プロテイン　ＷＴ,1221.29,1466,171.0,208841.0
2025-10-17,1,シルキータッチ大きめ,1221.29,1466,398.0,486073.0
2025-10-17,1,スマートカラーグレー,1221.29,1466,566.0,691250.0
2025-10-17,1,◎しっとりやわらか食パ６,1221.29,1466,158.0,192964.0
2025-10-17,1,◎ファミマ・ザ・クリーム,1221.29,1466,128.0,156325.0
2025-10-17,1,たまごサンド,1221.29,1466,265.0,323642.0
2025-10-17,1,具だくさん！チキン南蛮,1221.29,1466,221.0,269905.0
2025-10-17,1,具だくさん！チャーシュー,1221.29,1466,215.0,262577.0
2025-10-17,1,キャメＭマスカットＰＬ,1221.29,1466,455.0,555687.0
2025-10-17,1,◎ソフトなチーズクリーム,1221.29,1466,135.0,164874.0
2025-10-17,1,キャメＭベリープルーム,1221.29,1466,455.0,555687.0
2025-10-17,1,◎バタークロワッサンメロ,1221.29,1466,147.0,179530.0
2025-10-17,1,キャメＭコールドプルーム,1221.29,1466,455.0,555687.0
2025-10-17,1,◎チョコチップスナック６,1221.29,1466,135.0,164874.0
2025-10-17,1,◎ファミマ・ザ・メロンパ,1221.29,1466,128.0,156325.0
2025-10-17,1,ラーククラシックＭ,1221.29,1466,491.0,599653.0
2025-10-17,1,ラッキーＥＸカット１４,1221.29,1466,428.0,522712.0
2025-10-17,1,ラッキーＢチルベリー８,1221.29,1466,428.0,522712.0
2025-10-17,1,◎生コッペパン（コロッケ,1221.29,1466,167.0,203955.0
2025-10-17,1,ラッキーストライク,1221.29,1466,564.0,688808.0
2025-10-17,1,◎生コッペパン（焼きそば,1221.29,1466,167.0,203955.0
2025-10-17,1,ラッキーシガリロＳライト,1221.29,1466,428.0,522712.0
2025-10-17,1,◎白生コッペパン（トリプ,1221.29,1466,147.0,179530.0
2025-10-17,1,◎ひと口もち食感チーズ（,1221.29,1466,149.0,181972.0
2025-10-17,1,マルボロ・メン８Ｂ,1221.29,1466,546.0,666824.0
2025-10-17,1,◎もっちパン（ミート＆チ,1221.29,1466,121.0,147776.0
2025-10-17,1,◎お肉たっぷりメンチカツ,1221.29,1466,184.0,224717.0
2025-10-17,1,◎天然水新潟県津南６００,1221.29,1466,110.0,134342.0
2025-10-17,1,◎ミニクリームパン５個入,1221.29,1466,149.0,181972.0
