商品名,売上金額,売上数量,販売日数,取扱店舗数,構成比,累積構成比,ABCランク,1日平均売上,平均単価,フェイスくくり大分類
◎マシマシ紅しょうがせん,1666.0,14.0,11,2,0.002003646179031703,99.66945490589198,C,151.0,119.0,190:和風菓子・珍味・豆菓子
フライドチキン＆ハンバー,1665.0,3.0,7,1,0.002002443510256774,99.67145734940223,C,238.0,555.0,100:米飯
銀鮭と煮物の幕の内弁当,1665.0,3.0,5,1,0.002002443510256774,99.67345979291248,C,333.0,555.0,100:米飯
ねぎ塩チキン醤油まぶし飯,1665.0,3.0,3,1,0.002002443510256774,99.67546223642273,C,555.0,555.0,100:米飯
花椒香る　麻婆焼そばＤ２,1662.0,3.0,3,1,0.0019988355039319873,99.67746107192666,C,554.0,554.0,105:調理麺
麻辣湯（はるさめ麺）,1662.0,3.0,3,1,0.0019988355039319873,99.67945990743058,C,554.0,554.0,105:調理麺
野菜を食べよう　タンメン,1662.0,3.0,2,1,0.0019988355039319873,99.68145874293451,C,831.0,554.0,105:調理麺
健康のど飴冷やし飴小袋,1656.0,12.0,12,2,0.001991619491282413,99.68345036242579,C,138.0,138.0,180:ガム・キャンディ
マスカットのど飴小袋,1656.0,12.0,5,1,0.001991619491282413,99.68544198191707,C,331.0,138.0,180:ガム・キャンディ
カレーせんオリジナルスパ,1656.0,12.0,12,1,0.001991619491282413,99.68743360140834,C,138.0,138.0,190:和風菓子・珍味・豆菓子
たべっ子ラムネレモン味,1650.0,11.0,8,1,0.0019844034786328396,99.68941800488697,C,206.0,150.0,180:ガム・キャンディ
◎ルイボスティー６００,1650.0,15.0,1,1,0.0019844034786328396,99.6914024083656,C,1650.0,110.0,215:ドライ飲料
こだわりカレー,1649.0,5.0,5,1,0.0019832008098579104,99.69338560917546,C,330.0,330.0,100:米飯
コアラのマーチいちご,1640.0,10.0,10,1,0.0019723767908835497,99.69535798596635,C,164.0,164.0,185:洋風菓子・駄菓子
Ｓスター７Ｂ,1638.0,3.0,2,1,0.0019699714533336914,99.69732795741969,C,819.0,546.0,290:たばこ
Ｐルックシャインマスカッ,1620.0,6.0,4,1,0.0019483234153849693,99.69927628083508,C,405.0,270.0,185:洋風菓子・駄菓子
◎あたりめ　小,1617.0,11.0,11,1,0.0019447154090601825,99.70122099624415,C,147.0,147.0,190:和風菓子・珍味・豆菓子
カカオ味わうショコララテ,1610.0,7.0,4,1,0.0019362967276356795,99.70315729297178,C,402.0,230.0,135:牛乳・チルド飲料
鳴門金時ラテ,1602.0,6.0,4,1,0.0019266753774362475,99.70508396834921,C,400.0,267.0,135:牛乳・チルド飲料
ミニたべっ子塩バター味,1600.0,10.0,6,1,0.0019242700398863896,99.70700823838911,C,267.0,160.0,185:洋風菓子・駄菓子
ペパーミント１００ＭＬ,1600.0,8.0,8,1,0.0019242700398863896,99.708932508429,C,200.0,200.0,225:バス・洗面用品
カンデミーナＷ電撃ライチ,1600.0,8.0,7,1,0.0019242700398863896,99.7108567784689,C,229.0,200.0,180:ガム・キャンディ
テリヤキチキンのサラダ,1588.0,4.0,4,1,0.0019098380145872419,99.71276661648348,C,397.0,397.0,115:サラダ
コーヒーブッセ,1581.0,17.0,8,1,0.0019014193331627388,99.71466803581664,C,198.0,93.0,148:半生菓子
炙り焼　鳥めし弁当,1578.0,3.0,4,1,0.0018978113268379518,99.71656584714349,C,394.0,526.0,100:米飯
厚切りポテトペッパー,1562.0,11.0,9,1,0.0018785686264390878,99.71844441576992,C,174.0,142.0,195:スナック菓子
ゆず塩ラーメンサラダ,1556.0,4.0,5,1,0.0018713526137895137,99.72031576838371,C,311.0,389.0,115:サラダ
じゃがりこ肉じゃがｂｉｔ,1548.0,12.0,9,1,0.0018617312635900818,99.7221774996473,C,172.0,129.0,195:スナック菓子
沖縄黒糖のブラウにゃー,1540.0,7.0,6,1,0.0018521099133906502,99.72402960956069,C,257.0,220.0,185:洋風菓子・駄菓子
◎麻辣花生,1536.0,12.0,10,1,0.001847299238290934,99.72587690879898,C,154.0,128.0,190:和風菓子・珍味・豆菓子
激辛韓国風焼そば,1530.0,3.0,4,1,0.00184008322564136,99.72771699202463,C,382.0,510.0,105:調理麺
Ｍアーモンドチョコレート,1525.0,5.0,5,1,0.0018340698817667152,99.72955106190639,C,305.0,305.0,185:洋風菓子・駄菓子
ハイチュウ人気ミックス,1524.0,12.0,11,1,0.0018328672129917863,99.73138392911939,C,139.0,127.0,180:ガム・キャンディ
コロコロハイチュウ,1524.0,12.0,9,1,0.0018328672129917863,99.73321679633239,C,169.0,127.0,185:洋風菓子・駄菓子
紫いもミルクティー,1520.0,8.0,3,1,0.00182805653789207,99.73504485287027,C,507.0,190.0,135:牛乳・チルド飲料
野菜生活北海道メロン,1518.0,11.0,10,1,0.0018256512003422122,99.73687050407062,C,152.0,138.0,135:牛乳・チルド飲料
オイコス　ピーチ,1512.0,8.0,5,1,0.001818435187692638,99.73868893925831,C,302.0,189.0,130:デザート
マウススプレークールＭ,1506.0,6.0,6,1,0.0018112191750430644,99.74050015843335,C,251.0,251.0,225:バス・洗面用品
競馬ブック,1500.0,3.0,3,1,0.0018040031623934904,99.74230416159574,C,500.0,500.0,265:雑誌・コミック・新聞
ラー油四川風麻婆焼そば,1497.0,3.0,3,1,0.0018003951560687033,99.74410455675181,C,499.0,499.0,105:調理麺
生パスタ　カルボナーラ,1497.0,3.0,2,2,0.0018003951560687033,99.74590495190787,C,748.0,499.0,105:調理麺
ナイキ　ラバーグローブＭ,1494.0,3.0,3,1,0.0017967871497439163,99.74770173905762,C,498.0,498.0,235:家庭雑貨
ナイキ　ラバーグローブＬ,1494.0,3.0,2,1,0.0017967871497439163,99.74949852620736,C,747.0,498.0,235:家庭雑貨
◎生コッペパン（モンブラ,1485.0,11.0,1,3,0.0017859631307695551,99.75128448933813,C,1485.0,135.0,145:パン
◎ふくちゃん豚骨どんぶり,1485.0,5.0,3,1,0.0017859631307695551,99.7530704524689,C,495.0,297.0,160:インスタントラーメン
ポケカ拡張ナイトワンダ,1476.0,9.0,4,1,0.0017751391117951942,99.7548455915807,C,369.0,164.0,250:文具・玩具・趣味雑貨
大きなロール焼そばたまご,1476.0,4.0,3,2,0.0017751391117951942,99.7566207306925,C,492.0,369.0,110:調理パン
鶏そぼろ野沢菜醤油パスタ,1476.0,4.0,3,2,0.0017751391117951942,99.7583958698043,C,492.0,369.0,105:調理麺
ラーク・ＢＯＸ,1473.0,3.0,3,1,0.0017715311054704074,99.76016740090978,C,491.0,491.0,290:たばこ
大きなおむすび唐揚げマヨ,1450.0,5.0,1,1,0.0017438697236470408,99.76191127063342,C,1450.0,290.0,100:米飯
１９６無糖３種の果実３５,1449.0,9.0,1,1,0.0017426670548721119,99.76365393768829,C,1449.0,161.0,305:ワイン・洋酒
森永れん乳風味クレープ,1434.0,6.0,1,1,0.0017246270232481767,99.76537856471154,C,1434.0,239.0,130:デザート
もちっとガブリマスカット,1430.0,10.0,4,1,0.0017198163481484607,99.76709838105968,C,358.0,143.0,180:ガム・キャンディ
ヴイックスのど飴シトラス,1428.0,6.0,6,1,0.0017174110105986028,99.76881579207028,C,238.0,238.0,180:ガム・キャンディ
チップスターＳ梅しそ味,1422.0,9.0,9,1,0.001710194997949029,99.77052598706824,C,158.0,158.0,195:スナック菓子
コロネクッキー,1420.0,20.0,14,1,0.0017077896603991706,99.77223377672864,C,101.0,71.0,140:カウンターＦＦ
秋のフルーツこれ一本,1416.0,12.0,6,1,0.0017029789852994548,99.77393675571393,C,236.0,118.0,135:牛乳・チルド飲料
ＯＡＴＳＩＤＥプレーン,1408.0,11.0,6,1,0.0016933576351000229,99.77563011334904,C,235.0,128.0,135:牛乳・チルド飲料
塩分チャージタブ小袋,1400.0,10.0,3,1,0.0016837362849005909,99.77731384963394,C,467.0,140.0,180:ガム・キャンディ
◎ひとくち濃厚梅だれせん,1390.0,10.0,9,1,0.001671709597151301,99.77898555923109,C,154.0,139.0,190:和風菓子・珍味・豆菓子
メキシカンチキン雑穀,1386.0,3.0,1,1,0.0016668989220515852,99.78065245815314,C,1386.0,462.0,110:調理パン
フルーツサラダヨーグルト,1380.0,6.0,5,1,0.0016596829094020112,99.78231214106255,C,276.0,230.0,130:デザート
天使のチーズケーキ,1380.0,6.0,7,1,0.0016596829094020112,99.78397182397195,C,197.0,230.0,130:デザート
フルーツの沼メロン＆白桃,1380.0,6.0,3,1,0.0016596829094020112,99.78563150688136,C,460.0,230.0,130:デザート
にゃんともチーズ塩バニラ,1380.0,6.0,5,2,0.0016596829094020112,99.78729118979076,C,276.0,230.0,130:デザート
メビウスＥＭＯＰＰ５Ｓ,1365.0,3.0,2,1,0.0016416428777780762,99.78893283266854,C,682.0,455.0,290:たばこ
ｉｎバー　ベイクドビター,1360.0,8.0,6,1,0.0016356295339034312,99.79056846220244,C,227.0,170.0,200:健康食品
ＢＳおつまみ激辛チキン,1360.0,10.0,7,1,0.0016356295339034312,99.79220409173635,C,194.0,136.0,190:和風菓子・珍味・豆菓子
野菜生活１００オリジナル,1356.0,12.0,5,1,0.0016308188588037152,99.79383491059515,C,271.0,113.0,135:牛乳・チルド飲料
グローＨＧブラック,1346.0,1.0,1,1,0.0016187921710544252,99.79545370276621,C,1346.0,1346.0,290:たばこ
パステルのプリンマドレー,1320.0,6.0,6,1,0.0015875227829062713,99.79704122554912,C,220.0,220.0,185:洋風菓子・駄菓子
◎南高梅うす塩個食,1310.0,10.0,10,1,0.0015754960951569815,99.79861672164428,C,131.0,131.0,125:日配品・生鮮品
１日分Ｖゼリーピーチ,1308.0,6.0,2,1,0.0015730907576071236,99.80018981240188,C,654.0,218.0,205:健康サポート飲料
ガパオまぜごはん,1304.0,8.0,1,1,0.0015682800825074076,99.80175809248439,C,1304.0,163.0,100:米飯
明太マヨいか天,1300.0,10.0,11,1,0.0015634694074076916,99.80332156189179,C,118.0,130.0,190:和風菓子・珍味・豆菓子
千里眼　ニンニクまぜそば,1294.0,2.0,2,1,0.0015562533947581175,99.80487781528655,C,647.0,647.0,105:調理麺
電卓　１２桁,1280.0,1.0,1,1,0.0015394160319091117,99.80641723131845,C,1280.0,1280.0,250:文具・玩具・趣味雑貨
あなご寿司,1275.0,5.0,1,2,0.0015334026880344665,99.80795063400649,C,1275.0,255.0,100:米飯
ノンシュガー塩果実キャン,1266.0,6.0,5,1,0.0015225786690601058,99.80947321267554,C,253.0,211.0,180:ガム・キャンディ
◎しっとりやわらか食パ６,1264.0,8.0,9,1,0.0015201733315102477,99.81099338600706,C,140.0,158.0,145:パン
ｉｎゼリーＶカロリーゼロ,1260.0,6.0,2,1,0.0015153626564105317,99.81250874866346,C,630.0,210.0,205:健康サポート飲料
ａｍｉ活ゼリーピングレ味,1260.0,6.0,5,1,0.0015153626564105317,99.81402411131987,C,252.0,210.0,205:健康サポート飲料
つかめる実験！ふしぎ玉,1260.0,7.0,7,1,0.0015153626564105317,99.81553947397627,C,180.0,180.0,185:洋風菓子・駄菓子
ヘルシア緑茶　３５０ｍｌ,1260.0,7.0,2,1,0.0015153626564105317,99.81705483663268,C,630.0,180.0,215:ドライ飲料
ヒヤロン,1260.0,7.0,5,1,0.0015153626564105317,99.81857019928908,C,252.0,180.0,240:紙・衛生用品
チョコパイほろ苦ダークカ,1242.0,9.0,7,1,0.00149371461846181,99.82006391390755,C,177.0,138.0,185:洋風菓子・駄菓子
ビオレトラベルセット,1240.0,2.0,2,1,0.001491309280911952,99.82155522318845,C,620.0,620.0,225:バス・洗面用品
アスティーグ黒　Ｍ,1200.0,2.0,2,1,0.0014432025299147922,99.82299842571837,C,600.0,600.0,245:衣料品
彩りサラダチキンサンド,1197.0,3.0,1,1,0.0014395945235900053,99.82443802024196,C,1197.0,399.0,110:調理パン
北海道リッチミルクプリン,1197.0,3.0,2,1,0.0014395945235900053,99.82587761476555,C,598.0,399.0,130:デザート
カスタムプラスＥＸ首振り,1194.0,3.0,4,1,0.0014359865172652183,99.82731360128281,C,298.0,398.0,220:化粧品
ごろっと白桃ケーキ,1188.0,4.0,2,1,0.0014287705046156444,99.82874237178743,C,594.0,297.0,130:デザート
ハリボーハッピーグレープ,1188.0,6.0,4,1,0.0014287705046156444,99.83017114229204,C,297.0,198.0,180:ガム・キャンディ
優馬,1182.0,2.0,2,1,0.0014215544919660703,99.83159269678401,C,591.0,591.0,265:雑誌・コミック・新聞
◎白生コッペパン（トリプ,1176.0,8.0,3,1,0.0014143384793164964,99.83300703526334,C,392.0,147.0,145:パン
ポップアップス！ハチワレ,1170.0,3.0,3,1,0.0014071224666669226,99.83441415773001,C,390.0,390.0,185:洋風菓子・駄菓子
増量　手巻　辛子明太子,1170.0,6.0,1,2,0.0014071224666669226,99.83582128019668,C,1170.0,195.0,100:米飯
◎春雨スープ担々麺味,1169.0,7.0,7,1,0.0014059197978919934,99.83722719999457,C,167.0,167.0,165:インスタント食品
◎ふわふわアソートリン４,1158.0,6.0,1,1,0.0013926904413677746,99.83861989043594,C,1158.0,193.0,145:パン
福かまど　べこ餅,1155.0,7.0,7,1,0.0013890824350429876,99.84000897287098,C,165.0,165.0,148:半生菓子
◎ミルクツイスト３本入,1152.0,8.0,1,1,0.0013854744287182005,99.84139444729969,C,1152.0,144.0,145:パン
とろ生おいもチーズケーキ,1150.0,5.0,1,2,0.0013830690911683426,99.84277751639085,C,1150.0,230.0,130:デザート
フリクションノックＢＫ,1150.0,5.0,5,1,0.0013830690911683426,99.84416058548202,C,230.0,230.0,250:文具・玩具・趣味雑貨
ＳＰＡ！（スパ！）,1146.0,2.0,4,1,0.0013782584160686264,99.84553884389808,C,286.0,573.0,265:雑誌・コミック・新聞
甘辛醤油たれ唐揚弁当,1110.0,2.0,2,1,0.0013349623401711828,99.84687380623825,C,555.0,555.0,100:米飯
スパイシーチキン野菜サラ,1108.0,2.0,2,1,0.0013325570026213249,99.84820636324088,C,554.0,554.0,115:サラダ
大盛！野菜スティック,1107.0,3.0,3,1,0.001331354333846396,99.84953771757472,C,369.0,369.0,115:サラダ
◎ロングスティックパン（,1106.0,7.0,1,2,0.001330151665071467,99.85086786923979,C,1106.0,158.0,145:パン
のむココナッツ杏仁,1104.0,4.0,3,1,0.0013277463275216089,99.85219561556731,C,368.0,276.0,135:牛乳・チルド飲料
カロリーメイト　バニラ,1100.0,5.0,5,1,0.001322935652421893,99.85351855121974,C,220.0,220.0,200:健康食品
ポテトＣ感謝のほたてしお,1099.0,7.0,5,1,0.001321732983646964,99.85484028420338,C,220.0,157.0,195:スナック菓子
クラッシュ蒟蒻畑みかん味,1098.0,6.0,5,1,0.001320530314872035,99.85616081451825,C,220.0,183.0,205:健康サポート飲料
Ｃ玄米プラス　アーモンド,1080.0,6.0,6,1,0.001298882276923313,99.85745969679517,C,180.0,180.0,200:健康食品
オイコス　レモン＆ハニー,1074.0,6.0,6,1,0.001291666264273739,99.85875136305945,C,179.0,179.0,130:デザート
ヴァルトＩベリークリック,1056.0,2.0,1,1,0.0012700182263250172,99.86002138128578,C,1056.0,528.0,290:たばこ
クール・ＢＯＸ,1056.0,2.0,2,1,0.0012700182263250172,99.8612913995121,C,528.0,528.0,290:たばこ
ヴァルトベリークリック,1056.0,2.0,2,1,0.0012700182263250172,99.86256141773842,C,528.0,528.0,290:たばこ
キレートレモンクエン酸,1050.0,6.0,3,1,0.0012628022136754432,99.8638242199521,C,350.0,175.0,205:健康サポート飲料
ぷっちょ袋ＨＷアソート,1050.0,5.0,5,1,0.0012628022136754432,99.86508702216577,C,210.0,210.0,185:洋風菓子・駄菓子
食べマスおぱんちゅうさぎ,1050.0,3.0,2,1,0.0012628022136754432,99.86634982437944,C,525.0,350.0,130:デザート
◎クロワッサンワッフル,1002.0,6.0,4,1,0.0012050741124788515,99.86755489849192,C,250.0,167.0,148:半生菓子
モンストロマーブルガム,1000.0,10.0,7,1,0.0012026687749289934,99.86875756726684,C,143.0,100.0,185:洋風菓子・駄菓子
マカダミアチョコ沖縄黒糖,999.0,3.0,1,1,0.0012014661061540645,99.869959033373,C,999.0,333.0,185:洋風菓子・駄菓子
マッキー　極細　黒,999.0,9.0,9,2,0.0012014661061540645,99.87116049947915,C,111.0,111.0,250:文具・玩具・趣味雑貨
プロテインキャラメル,996.0,4.0,4,1,0.0011978580998292774,99.87235835757897,C,249.0,249.0,200:健康食品
レインボーキューブグミ,990.0,5.0,4,2,0.0011906420871797036,99.87354899966616,C,248.0,198.0,180:ガム・キャンディ
イープラス　発券,990.0,5.0,5,1,0.0011906420871797036,99.87473964175334,C,198.0,198.0,280:チケット・カード
キャラパキ発掘恐竜,990.0,9.0,7,1,0.0011906420871797036,99.87593028384052,C,141.0,110.0,185:洋風菓子・駄菓子
その他４口座売上,984.0,6.0,3,1,0.0011834260745301297,99.87711370991505,C,328.0,164.0,399:その他
ツナたまごサンド,984.0,4.0,4,1,0.0011834260745301297,99.87829713598958,C,246.0,246.0,110:調理パン
◎ラベルレス天然水安曇箱,978.0,2.0,1,1,0.0011762100618805556,99.87947334605147,C,978.0,489.0,215:ドライ飲料
なめらか食感水ようかん,948.0,6.0,5,1,0.001140129998632686,99.8806134760501,C,190.0,158.0,130:デザート
宇都宮線・高崎線チップス,936.0,6.0,6,1,0.0011256979733335378,99.88173917402344,C,156.0,156.0,195:スナック菓子
ミルクブッセ,930.0,10.0,6,1,0.001118481960683964,99.88285765598413,C,155.0,93.0,148:半生菓子
唐揚巻（マヨネーズ付）,924.0,2.0,2,2,0.0011112659480343899,99.88396892193217,C,462.0,462.0,100:米飯
すだち明太クリームうどん,924.0,2.0,3,1,0.0011112659480343899,99.8850801878802,C,308.0,462.0,105:調理麺
ハニーミルクティー,920.0,4.0,3,1,0.001106455272934674,99.88618664315314,C,307.0,230.0,135:牛乳・チルド飲料
ネオＢマスカッット,910.0,2.0,2,2,0.001094428585185384,99.88728107173833,C,455.0,455.0,290:たばこ
黒わらび餅,890.0,5.0,4,1,0.0010703752096868043,99.88835144694802,C,222.0,178.0,190:和風菓子・珍味・豆菓子
黒わらび餅,890.0,5.0,4,1,0.0010703752096868043,99.88835144694802,C,222.0,178.0,148:半生菓子
週　刊　大　衆,874.0,2.0,3,1,0.0010511325092879404,99.88940257945731,C,291.0,437.0,265:雑誌・コミック・新聞
多当祝　御祝,870.0,10.0,6,2,0.0010463218341882244,99.89044890129149,C,145.0,87.0,250:文具・玩具・趣味雑貨
週刊　東洋経済,864.0,1.0,3,1,0.0010391058215386503,99.89148800711303,C,288.0,864.0,265:雑誌・コミック・新聞
具だくさん！チャーシュー,860.0,4.0,1,1,0.0010342951464389343,99.89252230225947,C,860.0,215.0,100:米飯
◎ミニベーコンピザパン４,848.0,4.0,1,1,0.0010198631211397865,99.89354216538061,C,848.0,212.0,145:パン
シャインマスカットのど飴,840.0,8.0,4,1,0.0010102417709403546,99.89455240715155,C,210.0,105.0,180:ガム・キャンディ
ソルベットグミ白桃味,840.0,6.0,4,1,0.0010102417709403546,99.89556264892249,C,210.0,140.0,180:ガム・キャンディ
ブルガリアＹＯブルーベ,840.0,5.0,5,1,0.0010102417709403546,99.89657289069343,C,168.0,168.0,130:デザート
ねるねるねるねゼリー,828.0,3.0,1,1,0.0009958097456412066,99.89756870043908,C,828.0,276.0,135:牛乳・チルド飲料
２０品目のサラダ,828.0,3.0,3,1,0.0009958097456412066,99.89856451018473,C,276.0,276.0,115:サラダ
チョコパイとろ甘キャラメ,828.0,6.0,4,1,0.0009958097456412066,99.89956031993037,C,207.0,138.0,185:洋風菓子・駄菓子
◎根菜入つくね和風スープ,812.0,2.0,2,1,0.0009765670452423429,99.90053688697562,C,406.0,406.0,120:惣菜
Ｇファイトシャープ芯ＨＢ,800.0,4.0,5,1,0.0009621350199431948,99.90149902199556,C,160.0,200.0,250:文具・玩具・趣味雑貨
月見チーズバーガー,798.0,2.0,1,1,0.0009597296823933369,99.90245875167795,C,798.0,399.0,110:調理パン
チップスターＳバター味,790.0,5.0,3,1,0.0009501083321939049,99.90340886001015,C,263.0,158.0,195:スナック菓子
無限そら豆濃塩ポーク,790.0,5.0,5,1,0.0009501083321939049,99.90435896834234,C,158.0,158.0,190:和風菓子・珍味・豆菓子
玉ねぎせん,790.0,5.0,5,1,0.0009501083321939049,99.90530907667453,C,158.0,158.0,190:和風菓子・珍味・豆菓子
多当仏　御霊前,783.0,9.0,9,3,0.0009416896507694019,99.9062507663253,C,87.0,87.0,250:文具・玩具・趣味雑貨
ショートＳ灰緑／白小,780.0,2.0,2,1,0.000938081644444615,99.90718884796975,C,390.0,390.0,245:衣料品
ポップアップス！うさぎ,780.0,2.0,2,1,0.000938081644444615,99.9081269296142,C,390.0,390.0,185:洋風菓子・駄菓子
オイコス　パッションフル,756.0,4.0,4,1,0.000909217593846319,99.90903614720804,C,189.0,189.0,130:デザート
巨峰大福（白こしあん）,752.0,4.0,1,1,0.0009044069187466032,99.90994055412679,C,752.0,188.0,190:和風菓子・珍味・豆菓子
慶弔サインペン（筆文字）,750.0,3.0,3,1,0.0009020015811967452,99.91084255570799,C,250.0,250.0,250:文具・玩具・趣味雑貨
トルティーヤケバブチキン,738.0,2.0,1,1,0.0008875695558975971,99.91173012526389,C,738.0,369.0,110:調理パン
パリパリ麺サラダ,738.0,2.0,5,1,0.0008875695558975971,99.91261769481979,C,148.0,369.0,115:サラダ
ターザン,728.0,1.0,2,2,0.0008755428681483072,99.91349323768793,C,364.0,728.0,265:雑誌・コミック・新聞
◎チョコツイスト３本入,720.0,5.0,3,1,0.0008659215179488754,99.91435915920587,C,240.0,144.0,145:パン
夏ポテト紀州の南高梅味,716.0,4.0,4,1,0.0008611108428491594,99.91522027004872,C,179.0,179.0,195:スナック菓子
グミっちょ夕張メロン,714.0,3.0,1,2,0.0008587055052993014,99.91607897555402,C,714.0,238.0,180:ガム・キャンディ
パイの実レアチーズケーキ,714.0,3.0,3,1,0.0008587055052993014,99.91693768105931,C,238.0,238.0,185:洋風菓子・駄菓子
ＦＲＩＤＡＹ（フライデー,710.0,1.0,2,1,0.0008538948301995853,99.91779157588951,C,355.0,710.0,265:雑誌・コミック・新聞
パリジャンサンドチキンべ,700.0,2.0,1,1,0.0008418681424502954,99.91863344403195,C,700.0,350.0,110:調理パン
ｈａｎａキンモクセイ,698.0,1.0,1,1,0.0008394628049004376,99.91947290683686,C,698.0,698.0,220:化粧品
サラサクリップ　赤,693.0,7.0,7,2,0.0008334494610257926,99.92030635629789,C,99.0,99.0,250:文具・玩具・趣味雑貨
天タレおむすび,690.0,5.0,1,1,0.0008298414547010056,99.92113619775259,C,690.0,138.0,100:米飯
ガイコツグミグレープ味,690.0,3.0,3,1,0.0008298414547010056,99.92196603920729,C,230.0,230.0,185:洋風菓子・駄菓子
レインコートＭ,687.0,1.0,1,1,0.0008262334483762185,99.92279227265567,C,687.0,687.0,260:雨具
香ばし炒めの玉子炒飯,682.0,2.0,1,1,0.0008202201045015736,99.92361249276017,C,682.0,341.0,100:米飯
クリーム＆コーヒーゼリー,675.0,5.0,4,1,0.0008118014230770707,99.92442429418325,C,169.0,135.0,130:デザート
マミー風味シュークリーム,668.0,4.0,1,2,0.0008033827416525676,99.9252276769249,C,668.0,167.0,130:デザート
ＦＬＡＳＨ　（フラッシュ,664.0,1.0,2,1,0.0007985720665528517,99.92602624899146,C,332.0,664.0,265:雑誌・コミック・新聞
スイートサンダーいちご,660.0,11.0,10,1,0.0007937613914531357,99.92682001038291,C,66.0,60.0,185:洋風菓子・駄菓子
バヤリース果実のど飴,660.0,3.0,2,1,0.0007937613914531357,99.92761377177436,C,330.0,220.0,180:ガム・キャンディ
ＳＤドライクリスタル３５,648.0,3.0,1,1,0.0007793293661539878,99.92839310114051,C,648.0,216.0,295:ビール
ビーフハンバーグのロコモ,647.0,1.0,2,1,0.0007781266973790588,99.9291712278379,C,324.0,647.0,100:米飯
ラーメン荘　豚ラーメン,647.0,1.0,1,1,0.0007781266973790588,99.92994935453528,C,647.0,647.0,105:調理麺
背徳　月見台湾風まぜそば,647.0,1.0,1,1,0.0007781266973790588,99.93072748123267,C,647.0,647.0,105:調理麺
月刊　少年マガジン,637.0,1.0,1,1,0.0007661000096297688,99.9314935812423,C,637.0,637.0,265:雑誌・コミック・新聞
今治ＴＨ　ストライプＢＧ,637.0,1.0,1,1,0.0007661000096297688,99.93225968125192,C,637.0,637.0,245:衣料品
今治ＴＨ　ハート,637.0,1.0,1,1,0.0007661000096297688,99.93302578126155,C,637.0,637.0,245:衣料品
かっぱえびせん鳴門の塩,632.0,4.0,4,1,0.0007600866657551239,99.9337858679273,C,158.0,158.0,195:スナック菓子
履歴書用紙,618.0,2.0,2,1,0.000743249302906118,99.9345291172302,C,309.0,309.0,250:文具・玩具・趣味雑貨
今治ＴＨ２５春の色白,600.0,1.0,1,1,0.0007216012649573961,99.93525071849515,C,600.0,600.0,245:衣料品
アスティーグ黒　Ｌ,600.0,1.0,1,1,0.0007216012649573961,99.93597231976011,C,600.0,600.0,245:衣料品
帆立と鰹の昆布水つけ麺,600.0,1.0,1,1,0.0007216012649573961,99.93669392102507,C,600.0,600.0,105:調理麺
今治ＴＨ斜ＳＴ　Ｔ紺,600.0,1.0,1,1,0.0007216012649573961,99.93741552229002,C,600.0,600.0,245:衣料品
鶏天うどん,599.0,1.0,1,1,0.0007203985961824671,99.93813592088621,C,599.0,599.0,105:調理麺
冷し鶏ねぎそば,599.0,1.0,1,1,0.0007203985961824671,99.9388563194824,C,599.0,599.0,105:調理麺
てんこ盛弁当,598.0,1.0,1,1,0.0007191959274075381,99.9395755154098,C,598.0,598.0,100:米飯
エナジーの塊,597.0,3.0,1,1,0.0007179932586326091,99.94029350866843,C,597.0,199.0,180:ガム・キャンディ
増量　手巻　紅しゃけ,585.0,3.0,1,2,0.0007035612333334613,99.94099706990177,C,585.0,195.0,100:米飯
ブルガリアＹＯさくらんぼ,585.0,3.0,3,1,0.0007035612333334613,99.9417006311351,C,195.0,195.0,130:デザート
増量３色そぼろ＆チキン南,580.0,1.0,1,1,0.0006975478894588162,99.94239817902456,C,580.0,580.0,100:米飯
週刊ゴルフダイジェスト,573.0,1.0,3,1,0.0006891292080343132,99.9430873082326,C,191.0,573.0,265:雑誌・コミック・新聞
週刊アサヒ芸能,564.0,1.0,3,1,0.0006783051890599523,99.94376561342166,C,188.0,564.0,265:雑誌・コミック・新聞
チキングリル弁当,555.0,1.0,1,1,0.0006674811700855914,99.94443309459174,C,555.0,555.0,100:米飯
増量ロースかつカレー,555.0,1.0,1,1,0.0006674811700855914,99.94510057576183,C,555.0,555.0,100:米飯
半熟たまご大盛冷しうどん,554.0,1.0,3,1,0.0006662785013106624,99.94576685426314,C,185.0,554.0,105:調理麺
大盛豚肉とねぎの塩焼そば,554.0,1.0,2,1,0.0006662785013106624,99.94643313276445,C,277.0,554.0,105:調理麺
◎増量大盛たこ焼き,554.0,1.0,1,1,0.0006662785013106624,99.94709941126577,C,554.0,554.0,120:惣菜
天津あんかけ焼そば,554.0,1.0,1,1,0.0006662785013106624,99.94776568976708,C,554.0,554.0,105:調理麺
◎芋きんつば,552.0,3.0,2,2,0.0006638731637608044,99.94842956293084,C,276.0,184.0,148:半生菓子
はちみつとりんごのケーキ,552.0,2.0,2,1,0.0006638731637608044,99.9490934360946,C,276.0,276.0,130:デザート
白身フライごはん,552.0,2.0,2,1,0.0006638731637608044,99.94975730925836,C,276.0,276.0,100:米飯
ビューティチャージハニー,548.0,1.0,1,1,0.0006590624886610885,99.95041637174702,C,548.0,548.0,220:化粧品
コミック乱,546.0,1.0,1,1,0.0006566571511112305,99.95107302889814,C,546.0,546.0,265:雑誌・コミック・新聞
オレンジページ,544.0,1.0,2,1,0.0006542518135613726,99.9517272807117,C,272.0,544.0,265:雑誌・コミック・新聞
